Picture_ID,Gender,Race,Ground_Truth_Emotion,qwen_original_predicted,phi_original_predicted,idefics_original_predicted,Qwen_Context_Dependent,Phi_Context_Dependent,Idefics_Context_Dependent,qwen_original_joy,qwen_original_sadness,qwen_original_anger,qwen_original_fear,qwen_original_disgust,qwen_original_surprise,qwen_black_joy,qwen_black_sadness,qwen_black_anger,qwen_black_fear,qwen_black_disgust,qwen_black_surprise,phi_original_joy,phi_original_sadness,phi_original_anger,phi_original_fear,phi_original_disgust,phi_original_surprise,phi_black_joy,phi_black_sadness,phi_black_anger,phi_black_fear,phi_black_disgust,phi_black_surprise,idefics_original_joy,idefics_original_sadness,idefics_original_anger,idefics_original_fear,idefics_original_disgust,idefics_original_surprise,idefics_black_joy,idefics_black_sadness,idefics_black_anger,idefics_black_fear,idefics_black_disgust,idefics_black_surprise,qwen_original_confidence,qwen_black_confidence,phi_original_confidence,phi_black_confidence,idefics_original_confidence,idefics_black_confidence,Qwen_Context_Shift,Phi_Context_Shift,Idefics_Context_Shift,Qwen_Accuracy,Phi_Accuracy,Idefics_Accuracy,MME_Score,qwen_black_predicted,phi_black_predicted,idefics_black_predicted
IMG_5647,Male,Latino,fear,disgust,fear,disgust,No,Yes,No,1,2,7,2,87,1,4,1,4,5,85,1,1,1,1,89,1,7,0,1,2,1,94,2,6,1,0,3,86,4,4,2,9,1,77,7,87,85,89,94,86,77,0,1,0,0,1,0,0,disgust,disgust,disgust
IMG_5648,Male,East Asian,joy,joy,joy,joy,No,No,Yes,88,7,1,2,0,2,99,1,0,0,0,0,90,0,0,3,2,5,96,0,1,1,2,0,77,1,8,9,3,2,10,1,11,62,3,13,88,99,90,96,77,62,0,0,1,1,1,1,1,joy,joy,fear
IMG_5649,Male,South Asian,fear,joy,surprise,anger,No,Yes,Yes,87,2,3,5,2,1,86,3,1,5,2,3,1,3,17,10,0,69,5,3,3,86,1,2,5,1,87,2,1,4,-1,2,3,3,92,1,87,86,69,86,87,92,0,1,1,0,0,0,0,joy,fear,disgust
IMG_5650,Male,Latino,sadness,sadness,sadness,sadness,No,No,Yes,4,90,3,0,2,1,2,93,2,1,0,2,2,78,8,0,5,7,1,91,1,0,1,6,9,75,3,3,8,2,5,3,3,8,66,15,90,93,78,91,75,66,0,0,1,1,1,1,1,sadness,sadness,disgust
IMG_5651,Male,South Asian,disgust,sadness,anger,fear,No,No,Yes,3,89,6,0,1,1,3,74,0,11,8,4,5,0,74,6,8,7,7,13,60,14,6,0,0,17,2,70,5,6,9,83,3,1,3,1,89,74,74,60,70,83,0,0,1,0,0,0,0,sadness,anger,sadness
IMG_5652,Female,South Asian,anger,anger,surprise,sadness,No,Yes,No,4,7,78,5,5,1,3,4,90,2,0,1,0,9,0,21,3,67,2,4,80,8,4,2,6,71,5,4,2,12,5,73,2,12,6,2,78,90,67,80,71,73,0,1,0,1,0,0,1,anger,anger,sadness
IMG_5653,Male,South Asian,surprise,fear,fear,anger,No,No,Yes,2,2,5,72,12,7,2,2,2,92,1,1,14,4,2,74,6,0,4,1,14,76,3,2,3,3,87,1,4,2,1,68,7,13,2,9,72,92,74,76,87,68,0,0,1,0,0,0,0,fear,fear,sadness
IMG_5654,Male,Black American,sadness,sadness,sadness,sadness,No,No,No,6,82,4,2,1,5,2,97,0,1,0,0,2,94,0,1,1,2,1,99,0,0,0,0,2,88,7,2,0,1,0,99,0,0,0,1,82,97,94,99,88,99,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5655,Female,Caucasian White,disgust,surprise,sadness,joy,No,No,No,0,2,3,1,3,91,1,0,12,6,0,81,4,75,5,3,9,4,14,68,3,4,1,10,63,4,1,11,6,15,83,2,2,10,1,2,91,81,75,68,63,83,0,0,0,0,0,0,0,surprise,sadness,joy
IMG_5656,Male,Caucasian White,anger,anger,anger,joy,No,No,No,0,1,96,1,1,1,1,2,77,2,13,5,5,0,77,11,4,3,11,3,78,2,0,6,63,1,12,1,9,14,72,5,11,6,4,2,96,77,77,78,63,72,0,0,0,1,1,0,1,anger,anger,joy
IMG_5657,Male,South Asian,disgust,surprise,fear,joy,No,No,No,1,2,1,1,22,73,7,10,4,1,0,78,3,3,8,85,0,1,1,3,8,76,7,5,65,7,7,8,3,10,67,5,6,9,10,3,73,78,85,76,65,67,0,0,0,0,0,0,0,surprise,fear,joy
IMG_5658,Female,Black American,fear,anger,surprise,sadness,No,No,No,12,2,61,5,5,15,17,9,64,7,3,0,8,1,0,2,2,87,5,3,25,1,5,61,2,66,2,11,8,11,17,66,1,11,1,4,61,64,87,61,66,66,0,0,0,0,0,0,0,anger,surprise,sadness
IMG_5659,Female,East Asian,anger,fear,anger,surprise,No,Yes,No,4,5,12,68,10,1,1,3,2,72,11,11,7,3,83,1,5,1,4,10,4,2,2,78,3,3,8,4,8,74,9,3,1,2,4,81,68,72,83,78,74,81,0,1,0,0,1,0,1,fear,surprise,surprise
IMG_5660,Female,Black American,joy,joy,joy,joy,No,No,No,95,0,1,2,2,0,96,1,1,1,0,1,100,0,0,0,0,0,84,1,1,6,7,1,75,4,9,4,3,5,83,2,7,4,1,3,95,96,100,84,75,83,0,0,0,1,1,1,1,joy,joy,joy
IMG_5661,Male,Caucasian White,joy,joy,joy,joy,No,Yes,Yes,89,4,3,2,1,1,80,6,4,4,5,1,84,0,10,1,1,4,0,19,63,7,5,6,77,4,10,2,2,5,9,4,1,10,12,64,89,80,84,63,77,64,0,1,1,1,1,1,1,joy,anger,surprise
IMG_5662,Male,South Asian,joy,joy,joy,joy,No,No,No,76,9,2,3,6,4,94,2,0,1,1,2,82,3,10,1,2,2,83,0,1,6,2,8,96,2,1,1,0,0,83,2,5,4,1,5,76,94,82,83,96,83,0,0,0,1,1,1,1,joy,joy,joy
IMG_5663,Female,Caucasian White,fear,disgust,surprise,anger,Yes,No,Yes,4,1,11,15,66,3,2,0,0,97,0,1,1,1,1,16,7,74,1,0,23,1,4,71,1,3,92,1,2,1,3,10,11,0,68,8,66,97,74,71,92,68,1,0,1,0,0,0,0,fear,surprise,disgust
IMG_5664,Male,Black American,surprise,fear,sadness,surprise,No,No,No,1,5,3,89,1,1,3,1,12,72,4,8,4,62,14,4,11,5,4,73,1,0,14,8,6,9,1,0,1,83,2,10,6,1,3,78,89,72,62,73,83,78,0,0,0,0,0,1,0,fear,sadness,surprise
IMG_5665,Female,Latino,anger,anger,anger,fear,No,No,No,7,1,91,1,0,0,2,1,78,13,4,2,4,2,86,5,1,2,10,5,79,1,5,0,6,6,4,81,1,2,7,2,7,77,6,1,91,78,86,79,81,77,0,0,0,1,1,0,1,anger,anger,fear
IMG_5666,Female,Black American,joy,joy,joy,joy,No,Yes,No,85,1,3,3,1,7,99,1,0,0,0,0,91,0,4,3,2,0,4,74,1,5,13,3,89,0,1,2,1,7,91,2,0,2,0,5,85,99,91,74,89,91,0,1,0,1,1,1,1,joy,sadness,joy
IMG_5667,Male,Latino,disgust,anger,fear,disgust,No,No,No,8,1,65,8,0,18,4,2,65,17,4,8,7,1,1,89,2,0,2,23,1,68,4,2,0,1,2,8,83,6,1,1,2,0,95,1,65,65,89,68,83,95,0,0,0,0,0,1,0,anger,fear,disgust
IMG_5668,Female,East Asian,disgust,surprise,fear,surprise,No,Yes,Yes,15,3,8,0,3,71,2,8,7,1,0,82,0,4,1,93,1,1,11,2,84,3,0,0,1,6,9,4,10,70,62,2,3,6,4,23,71,82,93,84,70,62,0,1,1,0,0,0,0,surprise,anger,joy
IMG_5669,Male,Latino,anger,sadness,sadness,sadness,No,No,Yes,5,79,9,3,3,1,1,71,0,13,15,0,1,92,1,0,4,2,1,91,1,6,1,0,1,91,3,1,3,1,5,0,83,4,3,5,79,71,92,91,91,83,0,0,1,0,0,0,0,sadness,sadness,anger
IMG_5670,Male,Latino,joy,joy,joy,joy,No,Yes,No,76,3,8,3,4,6,75,7,1,13,1,3,79,2,2,3,5,9,8,7,4,1,77,3,90,1,0,4,1,4,94,0,1,2,1,2,76,75,79,77,90,94,0,1,0,1,1,1,1,joy,disgust,joy
IMG_5671,Male,Caucasian White,joy,joy,joy,joy,No,No,No,83,3,0,11,1,2,99,0,1,0,0,0,99,1,0,0,0,0,91,0,0,0,6,3,87,7,0,4,0,2,84,11,0,2,2,1,83,99,99,91,87,84,0,0,0,1,1,1,1,joy,joy,joy
IMG_5672,Female,Black American,surprise,fear,surprise,fear,No,No,No,14,2,2,74,4,4,9,3,20,60,8,0,5,8,7,3,1,76,1,1,0,0,5,93,2,8,3,73,11,3,2,8,0,87,2,1,74,60,76,93,73,87,0,0,0,0,1,0,0,fear,surprise,fear
IMG_5673,Female,East Asian,joy,joy,joy,joy,Yes,No,No,98,0,0,1,1,0,9,4,6,0,1,80,99,0,1,0,0,0,96,0,2,1,0,1,87,2,5,1,1,4,79,0,8,3,9,1,98,80,99,96,87,79,1,0,0,1,1,1,1,surprise,joy,joy
IMG_5674,Female,South Asian,surprise,fear,anger,sadness,No,No,No,4,1,0,92,1,2,6,3,4,82,2,3,3,16,62,9,6,4,15,0,63,8,5,9,13,63,11,5,5,3,3,93,0,2,1,1,92,82,62,63,63,93,0,0,0,0,0,0,0,fear,anger,sadness
IMG_5675,Female,Latino,anger,anger,sadness,anger,No,No,No,2,4,86,2,1,5,2,3,82,2,3,8,11,60,23,1,4,1,3,69,8,7,5,8,1,1,84,10,3,1,1,3,93,1,0,2,86,82,60,69,84,93,0,0,0,1,0,1,1,anger,sadness,anger
IMG_5676,Male,East Asian,sadness,sadness,sadness,sadness,No,No,No,6,78,4,7,1,4,1,82,2,8,4,3,1,98,0,0,0,1,2,85,1,3,1,8,3,92,0,2,2,1,1,78,4,13,3,1,78,82,98,85,92,78,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5677,Female,South Asian,anger,anger,anger,fear,No,No,No,8,1,84,2,2,3,0,1,97,1,0,1,2,1,79,7,5,6,0,1,94,1,4,0,0,0,4,88,1,7,3,2,1,76,17,1,84,97,79,94,88,76,0,0,0,1,1,0,1,anger,anger,fear
IMG_5678,Male,South Asian,sadness,sadness,sadness,sadness,No,No,No,2,75,1,0,10,12,1,84,6,3,4,2,1,76,7,3,7,6,4,94,1,1,0,0,1,75,5,5,5,9,3,94,0,1,1,1,75,84,76,94,75,94,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5679,Male,Black American,sadness,sadness,sadness,sadness,No,No,No,1,87,4,6,2,0,3,80,5,0,9,3,0,95,2,1,1,1,2,94,1,2,1,0,4,95,0,0,0,1,0,95,2,0,1,2,87,80,95,94,95,95,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5680,Male,South Asian,joy,joy,joy,joy,No,No,Yes,75,1,2,4,13,5,77,7,2,5,5,4,98,1,0,0,0,1,97,1,0,1,0,1,92,2,0,3,1,2,12,63,10,0,12,3,75,77,98,97,92,63,0,0,1,1,1,1,1,joy,joy,sadness
IMG_5681,Female,Black American,fear,sadness,anger,disgust,No,No,Yes,17,60,5,5,11,2,4,77,7,4,7,1,5,7,79,2,4,3,2,1,91,1,0,5,1,3,5,1,64,26,88,3,3,1,0,5,60,77,79,91,64,88,0,0,1,0,0,0,0,sadness,anger,joy
IMG_5682,Male,East Asian,surprise,sadness,anger,joy,No,Yes,No,5,82,2,3,1,7,2,91,0,3,3,1,0,0,69,3,22,6,5,2,3,19,61,10,77,0,3,10,3,7,72,4,16,2,1,5,82,91,69,61,77,72,0,1,0,0,0,0,0,sadness,disgust,joy
IMG_5683,Male,Latino,joy,joy,joy,joy,No,No,No,92,1,6,0,1,0,80,2,1,4,1,12,83,4,4,6,1,2,81,7,5,5,1,1,93,1,0,0,3,3,84,4,2,1,4,5,92,80,83,81,93,84,0,0,0,1,1,1,1,joy,joy,joy
IMG_5684,Male,Black American,surprise,disgust,sadness,disgust,No,No,No,6,3,6,4,74,7,4,3,6,1,68,18,1,92,3,2,1,1,15,65,6,5,8,1,1,2,0,10,83,4,2,3,2,1,88,4,74,68,92,65,83,88,0,0,0,0,0,0,0,disgust,sadness,disgust
IMG_5685,Female,East Asian,joy,joy,joy,joy,Yes,No,Yes,98,1,0,0,1,0,3,89,2,0,2,4,77,5,5,5,6,2,82,2,2,2,1,11,97,1,1,0,1,0,0,3,13,6,1,77,98,89,77,82,97,77,1,0,1,1,1,1,1,sadness,joy,surprise
IMG_5686,Male,East Asian,sadness,sadness,sadness,sadness,No,No,Yes,1,94,1,0,0,4,1,97,1,0,0,1,3,78,2,13,1,3,6,85,1,2,4,2,1,88,9,0,1,1,2,5,91,0,1,1,94,97,78,85,88,91,0,0,1,1,1,1,1,sadness,sadness,anger
IMG_5687,Male,Black American,joy,joy,joy,joy,No,No,No,84,2,0,5,2,7,78,6,2,5,1,8,84,2,7,3,4,0,80,1,6,3,9,1,80,0,7,5,5,3,97,0,1,0,2,0,84,78,84,80,80,97,0,0,0,1,1,1,1,joy,joy,joy
IMG_5688,Female,South Asian,sadness,sadness,sadness,sadness,No,No,No,0,99,0,0,1,0,9,76,1,11,2,1,0,97,0,1,1,1,9,76,6,1,8,0,2,87,2,4,2,3,1,99,0,0,0,0,99,76,97,76,87,99,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5689,Female,Black American,disgust,joy,disgust,anger,No,No,No,76,14,3,4,1,2,81,6,2,5,6,0,3,0,0,0,97,0,1,2,0,0,96,1,2,1,90,4,3,0,6,7,77,0,5,5,76,81,97,96,90,77,0,0,0,0,1,0,0,joy,disgust,anger
IMG_5690,Male,Black American,sadness,sadness,sadness,sadness,No,No,No,9,83,1,2,5,0,2,82,1,1,13,1,2,87,5,0,3,3,4,81,3,5,2,5,5,78,7,4,2,4,2,92,0,3,2,1,83,82,87,81,78,92,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5691,Male,East Asian,surprise,surprise,joy,disgust,No,Yes,No,1,7,9,5,2,76,0,3,2,2,2,91,76,0,5,1,14,4,2,8,3,7,0,80,3,3,1,4,88,1,3,5,1,1,82,8,76,91,76,80,88,82,0,1,0,1,0,0,0,surprise,surprise,disgust
IMG_5692,Female,Latino,fear,anger,sadness,anger,No,No,No,0,5,83,1,5,6,1,1,65,17,4,12,2,94,3,1,0,0,0,86,2,7,4,1,7,6,82,2,3,0,8,6,68,8,9,1,83,65,94,86,82,68,0,0,0,0,0,0,0,anger,sadness,anger
IMG_5693,Male,Caucasian White,sadness,sadness,sadness,sadness,No,No,Yes,0,88,3,1,7,1,4,82,2,2,4,6,4,84,1,1,9,1,1,76,5,3,3,12,0,81,2,11,4,2,64,1,5,1,6,23,88,82,84,76,81,64,0,0,1,1,1,1,1,sadness,sadness,joy
IMG_5694,Female,Caucasian White,joy,joy,joy,joy,No,Yes,No,86,1,4,8,0,1,78,2,6,13,0,1,92,1,3,0,1,3,1,72,5,11,7,4,80,0,2,1,7,10,86,0,6,1,2,5,86,78,92,72,80,86,0,1,0,1,1,1,1,joy,sadness,joy
IMG_5695,Male,Caucasian White,disgust,sadness,disgust,sadness,No,Yes,No,3,63,7,19,8,0,7,86,2,3,0,2,0,0,0,0,100,0,1,6,2,8,7,76,11,63,2,11,1,12,6,71,4,1,12,6,63,86,100,76,63,71,0,1,0,0,1,0,0,sadness,surprise,sadness
IMG_5696,Male,East Asian,surprise,anger,disgust,disgust,No,No,Yes,4,11,71,4,6,4,1,3,83,6,3,4,7,0,6,1,77,9,15,7,4,2,66,6,8,1,22,3,62,4,1,2,94,1,1,1,71,83,77,66,62,94,0,0,1,0,0,0,0,anger,disgust,anger
IMG_5697,Female,East Asian,joy,joy,joy,joy,No,No,No,87,1,4,0,4,4,90,4,2,3,1,0,77,6,2,2,5,8,91,-1,2,1,3,4,90,1,4,1,2,2,84,0,7,4,4,1,87,90,77,91,90,84,0,0,0,1,1,1,1,joy,joy,joy
IMG_5698,Male,Black American,disgust,disgust,joy,surprise,No,No,Yes,-1,1,5,3,89,3,0,0,0,0,100,0,78,0,4,1,2,15,89,1,4,2,2,2,0,2,1,3,3,91,0,6,4,85,2,3,89,100,78,89,91,85,0,0,1,1,0,0,0,disgust,joy,fear
IMG_5699,Male,East Asian,anger,anger,anger,anger,No,No,No,10,1,77,1,7,4,1,1,90,4,4,0,1,3,78,2,0,16,6,4,81,3,0,6,4,1,76,5,2,12,0,2,90,1,1,6,77,90,78,81,76,90,0,0,0,1,1,1,1,anger,anger,anger
IMG_5700,Male,Caucasian White,disgust,surprise,surprise,surprise,No,No,No,6,1,2,1,1,89,6,9,4,1,5,75,12,2,4,0,2,80,1,8,5,0,2,84,9,4,1,13,5,68,1,4,0,3,1,91,89,75,80,84,68,91,0,0,0,0,0,0,0,surprise,surprise,surprise
IMG_5701,Male,Caucasian White,anger,anger,sadness,anger,No,Yes,No,10,1,80,3,4,2,1,1,86,1,2,9,2,62,21,0,5,10,4,4,3,1,9,79,4,6,78,9,1,2,3,0,78,6,8,5,80,86,62,79,78,78,0,1,0,1,0,1,1,anger,surprise,anger
IMG_5702,Male,Latino,surprise,anger,anger,joy,No,No,No,0,7,65,11,2,15,2,0,85,2,10,1,2,3,94,1,0,0,5,0,63,9,13,10,80,6,2,8,3,1,92,3,0,4,1,0,65,85,94,63,80,92,0,0,0,0,0,0,0,anger,anger,joy
IMG_5703,Female,Caucasian White,disgust,joy,fear,disgust,No,Yes,No,77,3,5,1,10,4,74,11,4,2,6,3,11,12,6,62,3,6,5,1,6,0,87,1,4,1,3,2,85,5,2,7,1,5,82,3,77,74,62,87,85,82,0,1,0,0,0,1,0,joy,disgust,disgust
IMG_5704,Male,South Asian,surprise,fear,anger,surprise,No,No,No,7,6,4,75,2,6,19,0,4,74,1,2,5,2,75,4,1,13,2,1,77,0,1,19,13,1,0,1,1,84,4,0,11,1,8,76,75,74,75,77,84,76,0,0,0,0,0,1,0,fear,anger,surprise
IMG_5705,Male,Black American,disgust,fear,anger,sadness,No,No,Yes,3,3,0,91,2,1,1,8,2,81,4,4,1,1,94,1,0,3,5,2,79,4,8,2,6,62,2,4,13,13,76,13,4,0,1,6,91,81,94,79,62,76,0,0,1,0,0,0,0,fear,anger,joy
IMG_5706,Male,Latino,sadness,sadness,sadness,sadness,Yes,Yes,Yes,3,95,1,1,0,0,5,6,16,3,0,70,1,87,10,1,1,0,14,7,1,9,67,2,3,96,0,0,1,0,3,0,3,0,92,2,95,70,87,67,96,92,1,1,1,1,1,1,1,surprise,disgust,disgust
IMG_5707,Male,Caucasian White,joy,joy,joy,joy,No,No,No,92,2,1,2,2,1,94,2,1,2,1,0,86,2,3,3,3,3,99,0,0,0,1,0,90,-1,0,4,5,2,84,2,7,1,6,0,92,94,86,99,90,84,0,0,0,1,1,1,1,joy,joy,joy
IMG_5708,Male,Caucasian White,disgust,joy,disgust,disgust,No,No,No,72,21,0,3,2,2,68,14,2,7,1,8,0,1,5,0,79,15,2,5,13,0,75,5,5,0,0,10,82,3,1,2,4,1,90,2,72,68,79,75,82,90,0,0,0,0,1,1,1,joy,disgust,disgust
IMG_5709,Male,East Asian,surprise,joy,anger,anger,No,Yes,Yes,74,3,1,3,4,15,80,9,0,2,0,9,3,9,86,1,0,1,3,65,8,10,8,6,7,0,68,20,2,3,5,2,1,2,89,1,74,80,86,65,68,89,0,1,1,0,0,0,0,joy,sadness,disgust
IMG_5710,Female,East Asian,joy,joy,joy,joy,No,No,Yes,77,10,11,0,2,0,93,2,4,1,0,0,88,6,0,5,0,1,92,2,5,0,1,0,77,9,4,6,4,0,12,2,5,79,2,0,77,93,88,92,77,79,0,0,1,1,1,1,1,joy,joy,fear
IMG_5711,Male,East Asian,fear,surprise,fear,anger,No,No,Yes,0,4,1,2,7,86,6,0,1,20,8,65,2,2,1,90,3,2,8,9,1,76,6,0,2,3,76,1,7,11,5,5,8,4,77,1,86,65,90,76,76,77,0,0,1,0,1,0,0,surprise,fear,disgust
IMG_5712,Female,Caucasian White,joy,joy,joy,joy,No,No,No,92,1,1,0,4,2,93,1,0,2,0,4,91,0,3,2,1,3,76,7,7,1,9,0,97,1,0,0,1,1,85,2,12,0,1,0,92,93,91,76,97,85,0,0,0,1,1,1,1,joy,joy,joy
IMG_5713,Male,South Asian,joy,joy,joy,joy,No,No,Yes,99,1,0,0,0,0,97,1,1,1,0,0,83,7,9,0,0,1,90,3,1,1,1,4,87,3,6,2,1,1,5,85,2,1,5,2,99,97,83,90,87,85,0,0,1,1,1,1,1,joy,joy,sadness
IMG_5714,Female,Black American,surprise,anger,disgust,anger,No,No,No,2,6,81,10,0,1,12,4,69,0,15,0,5,4,2,5,82,2,4,2,13,5,64,12,2,22,69,1,0,6,0,0,91,5,1,3,81,69,82,64,69,91,0,0,0,0,0,0,0,anger,disgust,anger
IMG_5715,Male,Latino,fear,joy,fear,disgust,No,Yes,No,92,0,1,1,1,5,60,20,10,3,4,3,1,0,0,96,2,1,0,8,75,3,12,2,2,6,8,0,77,7,2,13,1,4,75,5,92,60,96,75,77,75,0,1,0,0,1,0,0,joy,anger,disgust
IMG_5716,Male,Caucasian White,fear,surprise,anger,anger,No,No,Yes,2,8,4,5,5,76,2,0,1,8,1,88,6,18,61,9,2,4,6,6,72,2,6,8,1,4,82,6,2,5,2,70,3,3,17,5,76,88,61,72,82,70,0,0,1,0,0,0,0,surprise,anger,sadness
IMG_5717,Female,Black American,surprise,anger,fear,fear,No,Yes,No,5,0,60,7,13,15,1,1,92,2,3,1,1,2,3,90,3,1,5,0,90,3,1,1,0,3,1,91,4,1,2,3,0,86,2,7,60,92,90,90,91,86,0,1,0,0,0,0,0,anger,anger,fear
IMG_5718,Female,Caucasian White,joy,joy,joy,joy,No,No,Yes,86,3,1,0,3,7,100,0,0,0,0,0,79,4,1,1,4,11,100,0,0,0,0,0,92,3,5,0,0,0,8,3,73,1,6,9,86,100,79,100,92,73,0,0,1,1,1,1,1,joy,joy,anger
IMG_5719,Female,East Asian,anger,fear,anger,surprise,No,Yes,No,14,10,10,60,5,1,4,8,14,60,1,13,6,1,87,3,1,2,6,65,5,17,5,2,7,2,12,2,1,76,4,3,2,4,3,84,60,60,87,65,76,84,0,1,0,0,1,0,1,fear,sadness,surprise
IMG_5720,Female,Latino,disgust,anger,disgust,joy,No,No,No,1,2,93,4,0,0,9,1,86,1,0,3,4,9,1,0,86,0,10,2,2,3,82,1,73,-1,10,4,2,12,87,0,8,1,2,2,93,86,86,82,73,87,0,0,0,0,1,0,0,anger,disgust,joy
IMG_5721,Male,Caucasian White,disgust,joy,sadness,anger,No,No,No,68,9,8,5,9,1,62,4,10,4,16,4,6,64,5,17,3,5,3,73,3,0,13,8,6,7,69,12,2,4,0,1,94,2,2,1,68,62,64,73,69,94,0,0,0,0,0,0,0,joy,sadness,anger
IMG_5722,Female,East Asian,sadness,sadness,sadness,sadness,No,No,Yes,2,85,4,0,7,2,2,84,4,1,8,1,2,96,0,1,1,0,9,84,1,4,0,2,4,75,11,8,0,2,3,6,7,0,1,83,85,84,96,84,75,83,0,0,1,1,1,1,1,sadness,sadness,surprise
IMG_5723,Female,East Asian,surprise,disgust,joy,surprise,No,No,No,0,3,5,0,91,1,7,8,4,7,74,0,62,7,2,15,5,9,83,1,0,8,4,4,1,5,1,0,12,81,1,7,3,0,6,83,91,74,62,83,81,83,0,0,0,0,0,1,0,disgust,joy,surprise
IMG_5724,Male,South Asian,surprise,joy,anger,sadness,No,No,No,67,3,0,12,14,4,75,8,0,1,1,15,4,5,72,1,8,10,0,1,91,1,5,2,3,91,0,0,0,6,1,94,5,0,0,0,67,75,72,91,91,94,0,0,0,0,0,0,0,joy,anger,sadness
IMG_5725,Female,Latino,joy,joy,joy,joy,No,No,No,82,3,6,2,5,2,82,3,5,6,2,2,87,1,3,3,4,2,93,0,2,2,3,0,89,2,1,0,3,5,87,1,2,5,1,4,82,82,87,93,89,87,0,0,0,1,1,1,1,joy,joy,joy
IMG_5726,Female,Black American,disgust,anger,sadness,surprise,No,No,Yes,5,9,61,7,8,10,3,4,74,1,4,14,8,68,0,0,2,22,1,69,2,14,8,6,2,1,1,0,4,92,8,1,75,11,5,0,61,74,68,69,92,75,0,0,1,0,0,0,0,anger,sadness,anger
IMG_5727,Male,Caucasian White,sadness,sadness,sadness,sadness,No,No,No,8,88,1,0,3,0,0,100,0,0,0,0,2,78,10,4,0,6,1,98,0,0,1,0,0,80,4,5,7,4,4,79,3,0,8,6,88,100,78,98,80,79,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5728,Male,Black American,sadness,sadness,sadness,sadness,No,Yes,No,6,75,2,1,4,12,4,82,2,6,5,1,1,76,2,12,5,4,5,0,69,6,7,13,4,85,3,0,2,6,7,87,0,2,2,2,75,82,76,69,85,87,0,1,0,1,1,1,1,sadness,anger,sadness
IMG_5729,Female,Black American,sadness,sadness,sadness,sadness,No,No,No,1,75,13,0,2,9,5,85,1,2,2,5,1,88,1,1,5,4,3,81,3,7,1,5,4,76,1,5,13,1,6,76,2,3,12,1,75,85,88,81,76,76,0,0,0,1,1,1,1,sadness,sadness,sadness
IMG_5730,Female,Black American,disgust,joy,disgust,disgust,No,No,No,62,6,13,3,4,12,93,2,1,4,0,0,3,2,0,2,93,0,1,0,1,0,96,2,0,9,8,1,77,5,1,0,0,0,99,0,62,93,93,96,77,99,0,0,0,0,1,1,1,joy,disgust,disgust
IMG_5731,Female,Caucasian White,disgust,fear,disgust,fear,No,Yes,No,0,0,5,88,1,6,2,26,1,67,1,3,1,3,2,3,86,5,12,61,1,3,22,1,2,4,1,85,5,3,9,4,1,71,11,4,88,67,86,61,85,71,0,1,0,0,1,0,0,fear,sadness,fear
IMG_5732,Male,South Asian,surprise,anger,joy,fear,No,Yes,No,9,2,66,9,9,5,1,14,66,9,2,8,61,12,4,5,9,9,11,2,6,1,1,79,3,1,8,87,1,0,2,2,8,70,1,17,66,66,61,79,87,70,0,1,0,0,0,0,0,anger,surprise,fear
IMG_5733,Female,Caucasian White,surprise,disgust,surprise,sadness,No,No,No,3,2,1,7,84,3,0,6,0,9,81,4,4,1,2,10,6,77,2,7,0,3,1,87,4,80,2,5,7,2,2,72,9,3,0,14,84,81,77,87,80,72,0,0,0,0,1,0,0,disgust,surprise,sadness
IMG_5734,Male,Latino,surprise,fear,joy,anger,No,Yes,No,1,1,8,85,2,3,9,9,16,63,3,0,75,8,7,1,4,5,3,65,3,12,1,16,0,6,77,0,5,12,4,15,74,1,4,2,85,63,75,65,77,74,0,1,0,0,0,0,0,fear,sadness,anger
IMG_5735,Male,South Asian,joy,joy,joy,joy,No,No,No,94,1,2,1,1,1,81,3,5,3,4,4,79,5,4,2,10,0,85,1,8,5,1,0,96,1,0,0,1,2,83,6,3,1,0,7,94,81,79,85,96,83,0,0,0,1,1,1,1,joy,joy,joy
IMG_5736,Male,Latino,joy,joy,joy,joy,No,No,Yes,77,4,0,8,2,9,95,3,2,0,0,0,93,1,2,2,1,1,77,2,5,0,7,9,85,3,8,0,2,2,1,3,2,87,2,5,77,95,93,77,85,87,0,0,1,1,1,1,1,joy,joy,fear
IMG_5737,Male,South Asian,sadness,sadness,sadness,sadness,No,No,Yes,0,83,0,9,7,1,0,97,2,1,0,0,3,91,1,3,0,2,2,94,0,0,1,3,4,82,7,3,2,2,3,10,7,74,5,1,83,97,91,94,82,74,0,0,1,1,1,1,1,sadness,sadness,fear
IMG_5738,Female,Black American,joy,joy,joy,joy,No,No,No,76,10,8,5,0,1,89,6,2,1,0,2,92,2,0,2,2,2,87,0,6,6,1,0,92,2,2,2,2,0,83,1,6,5,2,3,76,89,92,87,92,83,0,0,0,1,1,1,1,joy,joy,joy
